PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,progression_rate,AboveMedianLevel
9000,43,1,Other,Strategy,16.271118760553215,0,2,6,108,79,25,2,0.31645569620253167,True
9001,29,0,USA,Strategy,5.525961380570566,0,2,5,144,11,10,2,0.9090909090909091,False
9002,22,0,USA,Sports,8.223755243499511,0,0,16,142,35,41,0,1.1714285714285715,False
9003,35,1,USA,Action,5.265351277318268,1,0,9,85,57,47,2,0.8245614035087719,True
9004,33,1,Europe,Action,15.53194452113429,0,2,2,131,95,37,2,0.3894736842105263,True
9005,37,1,Europe,RPG,20.561855414112557,0,0,2,81,74,22,1,0.2972972972972973,True
9006,25,1,USA,Action,9.752716365932256,0,1,1,50,13,2,1,0.15384615384615385,False
9007,25,0,Asia,RPG,4.401729344841462,0,2,10,48,27,23,2,0.8518518518518519,False
9008,38,0,Europe,Simulation,18.15273259575482,0,0,5,101,23,41,2,1.7826086956521738,False
9009,38,0,Other,Sports,23.942771725289525,0,0,13,95,99,36,0,0.36363636363636365,True
9010,17,1,USA,Strategy,4.829915833543258,0,1,8,95,14,12,0,0.8571428571428571,False
9011,36,0,Asia,Simulation,5.53598092541321,1,0,16,124,62,31,0,0.5,True
9012,16,1,USA,Sports,18.776233805679176,1,0,9,18,52,32,0,0.6153846153846154,True
9013,38,0,USA,Strategy,8.701959180591404,0,0,0,156,33,47,1,1.4242424242424243,False
9014,44,1,USA,Simulation,17.975200475946355,0,0,8,41,98,1,1,0.01020408163265306,True
9015,16,1,Europe,RPG,7.951511339057053,0,2,10,156,58,24,0,0.41379310344827586,True
9016,35,1,Asia,Strategy,17.88789845694821,0,0,16,154,62,4,0,0.06451612903225806,True
9017,47,1,USA,RPG,17.272112901806345,0,2,2,131,13,9,1,0.6923076923076923,False
9018,26,0,Asia,Action,19.416078735805648,0,0,3,135,77,25,2,0.3246753246753247,True
9019,36,0,Asia,RPG,19.3388255215677,0,0,4,56,21,30,1,1.4285714285714286,False
9020,39,0,USA,Sports,1.7225809816138815,0,0,2,177,34,37,2,1.088235294117647,False
9021,41,0,USA,Sports,16.16768979311812,0,0,18,159,36,33,0,0.9166666666666666,False
9022,42,1,USA,Sports,10.44812618560384,0,2,2,120,81,5,1,0.06172839506172839,True
9023,30,1,Europe,Strategy,17.959834855223,0,0,14,117,40,19,0,0.475,False
9024,29,1,Europe,Sports,22.56472310015379,0,2,12,161,1,22,0,22.0,False
9025,17,0,USA,Sports,10.311459919262395,0,1,4,82,1,7,2,7.0,False
9026,21,1,USA,Strategy,4.898342485762538,0,2,12,118,71,26,0,0.36619718309859156,True
9027,35,1,USA,Sports,14.5944246415276,0,0,18,177,59,18,0,0.3050847457627119,True
9028,23,1,Europe,Simulation,3.218365077668621,0,0,14,57,2,1,2,0.5,False
9029,32,0,USA,Sports,4.128575768252703,0,0,1,155,85,37,1,0.43529411764705883,True
9030,18,0,Asia,Simulation,22.85867253938618,0,0,3,67,35,2,1,0.05714285714285714,False
9031,39,1,USA,Sports,3.374945771843211,1,0,5,70,50,11,2,0.22,True
9032,28,0,Europe,Action,14.527638765802958,0,1,0,127,48,48,1,1.0,False
9033,23,1,USA,Simulation,18.964324125931693,0,1,19,48,62,42,2,0.6774193548387096,True
9034,40,1,USA,Strategy,11.72896470228836,0,1,0,120,24,18,1,0.75,False
9035,16,0,USA,RPG,17.491258097283612,0,2,18,166,24,17,0,0.7083333333333334,False
9036,34,1,Europe,Action,13.776451193864396,0,1,19,28,79,41,2,0.5189873417721519,True
9037,42,1,USA,Strategy,23.958349383365025,0,2,17,61,26,26,2,1.0,False
9038,21,0,Europe,Action,1.9080071501124567,0,2,11,112,14,0,2,0.0,False
9039,22,0,Europe,Sports,5.560105967959029,0,1,3,116,52,44,2,0.8461538461538461,True
9040,49,0,Europe,Strategy,13.714087008439236,1,2,15,43,93,29,2,0.3118279569892473,True
9041,28,1,Other,RPG,12.283925798967,0,2,4,151,76,35,2,0.4605263157894737,True
9042,31,1,USA,Action,2.244646562637268,0,2,15,68,88,39,2,0.4431818181818182,True
9043,18,1,Other,RPG,13.153809578502678,0,2,12,115,98,7,2,0.07142857142857142,True
9044,16,0,Europe,Action,2.61963355317819,0,0,14,149,10,34,0,3.4,False
9045,20,1,Asia,RPG,16.58532904749496,0,2,19,65,34,46,2,1.3529411764705883,False
9046,18,1,USA,RPG,15.65317440909562,0,0,17,176,45,43,0,0.9555555555555556,False
9047,43,1,USA,Strategy,1.5959787198659905,0,2,3,31,73,49,1,0.6712328767123288,True
9048,32,0,USA,Sports,11.198056677031936,0,0,19,77,51,38,0,0.7450980392156863,True
9049,40,1,Europe,Sports,17.06770113669252,0,1,8,94,31,13,2,0.41935483870967744,False
9050,48,1,Other,RPG,19.216494885917577,0,1,3,146,22,32,2,1.4545454545454546,False
9051,24,1,USA,Sports,0.8741881074057289,0,2,8,45,19,21,0,1.105263157894737,False
9052,28,1,Europe,Simulation,11.216713856822746,0,0,8,134,64,25,2,0.390625,True
9053,45,1,Europe,Simulation,23.70289731941193,1,0,1,50,95,26,1,0.2736842105263158,True
9054,29,1,Europe,RPG,9.210122598314191,1,0,15,171,6,16,0,2.6666666666666665,False
